X,Y,OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,Side,User_fld,Addr_type,IN_Street,IN_City,IN_ZIP,IN_State,USER_Date,USER_Address,USER_City,USER_State,USER_Fatal,USER_Year
-86.274041902598753,41.690831377917384,250,Danielle-Cente,M,79,A,"1201 N WILBER ST, SOUTH BEND, 46628",L,0,StreetAddress,1200 N Wilber St. ,South Bend,,IN,2017-09-29T05:00:00.000Z,1200 N Wilber St. ,South Bend,IN,No,2017
-86.274041902598753,41.690831377917384,251,Danielle-Cente,M,79,A,"1201 N WILBER ST, SOUTH BEND, 46628",L,0,StreetAddress,1200 N Wilber St. ,South Bend,,IN,2016-05-18T05:00:00.000Z,1200 N Wilber St. ,South Bend,IN,No,2016
-86.274095203936326,41.692907948718428,252,Danielle-Cente,M,79,A,"1301 N WILBER ST, SOUTH BEND, 46628",L,0,StreetAddress,1300 N Wilber St. ,South Bend,,IN,2016-05-24T05:00:00.000Z,1300 N Wilber St. ,South Bend,IN,No,2016
-86.256039237691382,41.657808930238751,253,Danielle-Cente,M,85.8,A,"1600 S WILLIAM ST, SOUTH BEND, 46613",L,0,StreetAddress,1600 S Williams St. ,South Bend,,IN,2015-05-03T05:00:00.000Z,1600 S Williams St. ,South Bend,IN,No,2015
-86.256039237691382,41.657808930238751,254,Danielle-Cente,M,85.8,A,"1600 S WILLIAM ST, SOUTH BEND, 46613",L,0,StreetAddress,1600 S Williams St. ,South Bend,,IN,2015-05-03T05:00:00.000Z,1600 S Williams St. ,South Bend,IN,No,2015
-86.256039237691382,41.657808930238751,255,Danielle-Cente,M,85.8,A,"1600 S WILLIAM ST, SOUTH BEND, 46613",L,0,StreetAddress,1600 S Williams St. ,South Bend,,IN,2015-05-03T05:00:00.000Z,1600 S Williams St. ,South Bend,IN,No,2015
-86.256039237691382,41.657808930238751,256,Danielle-Cente,M,85.8,A,"1600 S WILLIAM ST, SOUTH BEND, 46613",L,0,StreetAddress,1600 S Williams St. ,South Bend,,IN,2015-05-03T05:00:00.000Z,1600 S Williams St. ,South Bend,IN,No,2015
-86.320614230698851,41.677520778830051,257,Danielle-Cente,M,100,A,"5200 W WINDFALL CT, SOUTH BEND, 46619",L,0,StreetAddress,5200 W Windfall Ct. ,South Bend,,IN,2017-04-25T05:00:00.000Z,5200 W Windfall Ct. ,South Bend,IN,Yes,2017
-86.264420774885551,41.690930459711467,258,Danielle-Cente,T,86.3,A,"1035 W YUKON AV, SOUTH BEND, 46616",L,0,StreetAddress,1000 W Yukon St. ,South Bend,,IN,2017-02-18T05:00:00.000Z,1000 W Yukon St. ,South Bend,IN,Yes,2017
-86.264420774885551,41.690930459711467,259,Danielle-Cente,T,86.3,A,"1035 W YUKON AV, SOUTH BEND, 46616",L,0,StreetAddress,1000 W Yukon St. ,South Bend,,IN,2017-02-18T05:00:00.000Z,1000 W Yukon St. ,South Bend,IN,No,2017
-86.264420774885551,41.690930459711467,260,Danielle-Cente,T,86.3,A,"1035 W YUKON AV, SOUTH BEND, 46616",L,0,StreetAddress,1000 W Yukon St. ,South Bend,,IN,2017-02-18T05:00:00.000Z,1000 W Yukon St. ,South Bend,IN,No,2017
-86.264420774885551,41.690930459711467,261,Danielle-Cente,T,86.3,A,"1035 W YUKON AV, SOUTH BEND, 46616",L,0,StreetAddress,1000 W Yukon St. ,South Bend,,IN,2017-02-18T05:00:00.000Z,1000 W Yukon St. ,South Bend,IN,No,2017
-86.264420774885551,41.690930459711467,262,Danielle-Cente,T,86.3,A,"1035 W YUKON AV, SOUTH BEND, 46616",L,0,StreetAddress,1000 W Yukon St. ,South Bend,,IN,2015-08-14T05:00:00.000Z,1000 W Yukon St. ,South Bend,IN,Yes,2015
-86.300518149835341,41.685743875929688,263,Danielle-Cente,M,100,A,"ILLINOIS ST, SOUTH BEND, 46628",L,0,StreetAddress,Illinois St.,South Bend,,IN,2017-11-17T05:00:00.000Z,Illinois St.,South Bend,IN,No,2017
,,264,,U,0,A,,,,,Unknown,South Bend,,IN,2016-03-05T05:00:00.000Z,Unknown,South Bend,IN,No,2016
,,265,,U,0,A,,,,,Unknown,South Bend,,IN,2016-08-03T05:00:00.000Z,Unknown,South Bend,IN,No,2016
,,266,,U,0,A,,,,,Unknown,South Bend,,IN,2016-09-25T05:00:00.000Z,Unknown,South Bend,IN,No,2016
,,267,,U,0,A,,,,,Unknown,South Bend,,IN,2017-04-19T05:00:00.000Z,Unknown,South Bend,IN,No,2017
,,268,,U,0,A,,,,,Unknown,South Bend,,IN,2017-05-10T05:00:00.000Z,Unknown,South Bend,IN,No,2017
-86.226656312737575,41.662780893374318,269,World,M,98.82,A,"Clover St & Hildreth St, South Bend, Indiana, 46615",,,StreetInt,,South Bend,,,2018-01-18T05:00:00.000Z,Clover/Hildreth  ,South Bend,IN,Yes,2018
-86.279011792890145,41.69940656449559,270,World,M,97.46,A,"1800 Johnson St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-01-11T05:00:00.000Z,1800 N Johnson ,South Bend,IN,Yes,2018
-86.24591066110186,41.688319538572074,271,World,M,97.46,A,"400 Howard St, South Bend, Indiana, 46617",R,,StreetAddress,,South Bend,,,2018-01-22T05:00:00.000Z,400 E Howard ,South Bend,IN,No,2018
-86.255504107265011,41.681683712385443,272,World,M,98.71,A,"400 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-01-23T05:00:00.000Z,400 W Marion ,South Bend,IN,No,2018
-86.307230555483329,41.662704710789463,273,World,M,97.46,A,"4300 Silver Ln, South Bend, Indiana, 46619",R,,StreetAddress,,South Bend,,,2018-02-17T05:00:00.000Z,4300 W Silver ,South Bend,IN,Yes,2018
-86.239241895886479,41.655937360073686,274,World,M,98.71,A,"800 E Dayton St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-03-11T05:00:00.000Z,800 E Dayton ,South Bend,IN,No,2018
-86.239241895886479,41.655937360073686,275,World,M,98.71,A,"800 E Dayton St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-03-11T05:00:00.000Z,800 E Dayton ,South Bend,IN,No,2018
-86.239241895886479,41.655937360073686,276,World,M,98.71,A,"800 E Dayton St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-03-11T05:00:00.000Z,800 E Dayton ,South Bend,IN,No,2018
-86.282471305866522,41.689271592254023,277,World,M,98.71,A,"1100 N Elmer St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-02-19T05:00:00.000Z,1100 N Elmer ,South Bend,IN,No,2018
-86.239241895886479,41.655937360073686,278,World,M,98.71,A,"800 E Dayton St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-03-11T05:00:00.000Z,800 E Dayton ,South Bend,IN,No,2018
-86.282611032799082,41.697497817154861,279,World,M,98.71,A,"1700 N Elmer St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-03-22T05:00:00.000Z,1700 N Elmer ,South Bend,IN,No,2018
-86.270494048949658,41.679344124095891,280,World,M,97.46,A,"1300 Linden Ave, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-03-17T05:00:00.000Z,1300 W Linden ,South Bend,IN,No,2018
-86.239241895886479,41.655937360073686,281,World,M,98.71,A,"800 E Dayton St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-03-11T05:00:00.000Z,800 E Dayton ,South Bend,IN,No,2018
-86.284992216769652,41.701485486954439,282,World,M,97.46,A,"1900 Fremont St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-03-14T05:00:00.000Z,1900 N Fremont ,South Bend,IN,No,2018
-86.28380183290237,41.693821895791658,283,World,M,98.45,A,"N Olive St & Elwood Ave, South Bend, Indiana, 46628",,,StreetInt,,South Bend,,,2018-03-23T05:00:00.000Z,Olive/Elwood  ,South Bend,IN,No,2018
-86.269733671280676,41.694716205722727,284,World,M,97.46,A,"1300 King St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-04-17T05:00:00.000Z,1300 W King ,South Bend,IN,No,2018
-86.239241895886479,41.655937360073686,285,World,M,98.71,A,"800 E Dayton St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-03-11T05:00:00.000Z,800 E Dayton ,South Bend,IN,No,2018
-86.234871154664148,41.653677341844322,286,World,M,97.46,A,"2000 Miami St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-04-02T05:00:00.000Z,2000 S Miami ,South Bend,IN,No,2018
-86.235278317503528,41.679232896556627,287,World,M,98.08,A,"N Eddy St & E Lasalle Ave, South Bend, Indiana, 46617",,,StreetInt,,South Bend,,,2018-05-29T05:00:00.000Z, Eddy/Lasalle  ,South Bend,IN,No,2018
-86.253754446549081,41.68172950258095,288,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-03-22T05:00:00.000Z,300 W Marion ,South Bend,IN,No,2018
-86.246003524668026,41.652525962416313,289,World,M,98.7,A,"2100 Carroll St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-06-07T05:00:00.000Z,2100 Carroll  ,South Bend,IN,No,2018
-86.253754446549081,41.68172950258095,290,World,M,94.84,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-03-22T05:00:00.000Z,300 W Maion ,South Bend,IN,No,2018
-86.277421152173645,41.678191432753607,291,World,M,98.71,A,"200 N Brookfield St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-04-19T05:00:00.000Z,200 N Brookfield ,South Bend,IN,No,2018
-86.235459456971512,41.691260259924178,292,World,M,98.71,A,"1200 N Eddy St, South Bend, Indiana, 46617",R,,StreetAddress,,South Bend,,,2018-03-25T05:00:00.000Z,1200 N Eddy ,South Bend,IN,No,2018
-86.26810474591484,41.687759291633505,293,World,M,97.46,A,"1200 California St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-03-30T05:00:00.000Z,1200 W California ,South Bend,IN,No,2018
-86.297759190937228,41.689036514301698,294,World,M,98.7,A,"3500 Curtiss Dr, South Bend, Indiana, 46628",L,,StreetAddress,,South Bend,,,2018-04-13T05:00:00.000Z,3500 Curtiss  ,South Bend,IN,No,2018
-86.265224418729389,41.678930525070932,295,World,M,97.46,A,"300 Laporte Ave, South Bend, Indiana, 46616",R,,StreetAddress,,South Bend,,,2018-06-10T05:00:00.000Z,300 N LaPorte ,South Bend,IN,No,2018
-86.230048180289216,41.681902527425315,296,World,M,97.46,A,"1300 Cedar St, South Bend, Indiana, 46617",R,,StreetAddress,,South Bend,,,2018-05-06T05:00:00.000Z,1300 E Cedar ,South Bend,IN,No,2018
-86.289435084350146,41.685482614607679,297,World,M,97.46,A,"2800 Frederickson St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-04-14T05:00:00.000Z,2800 W Frederickson ,South Bend,IN,No,2018
-86.234871154664148,41.653677341844322,298,World,M,97.46,A,"2000 Miami St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-05-02T05:00:00.000Z,2000 S Miami ,South Bend,IN,No,2018
-86.265224418729389,41.678930525070932,299,World,M,97.46,A,"300 Laporte Ave, South Bend, Indiana, 46616",R,,StreetAddress,,South Bend,,,2018-06-10T05:00:00.000Z,300 N LaPorte ,South Bend,IN,No,2018
-86.300742820978243,41.695483067633162,300,World,M,95.81,A,"1600 N Illinois St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-04-20T05:00:00.000Z,1600 N. Illinios ,South Bend,IN,No,2018
-86.238349214823259,41.679273009720283,301,World,M,98.71,A,"300 N Notre Dame Ave, South Bend, Indiana, 46617",R,,StreetAddress,,South Bend,,,2018-05-22T05:00:00.000Z,300 N Notre Dame,South Bend,IN,No,2018
-86.240938128547612,41.658070637012671,302,World,M,98.71,A,"700 E Indiana Ave, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-05-09T05:00:00.000Z,700 E Indiana ,South Bend,IN,No,2018
-86.2539368196379,41.628803036256365,303,World,M,98.71,A,"300 W Ireland Rd, South Bend, Indiana, 46614",L,,StreetAddress,,South Bend,,,2018-05-08T05:00:00.000Z,300 W Ireland ,South Bend,IN,No,2018
-86.277277882190887,41.654852951526451,304,World,M,98.71,A,"1800 S Brookfield St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-06-10T05:00:00.000Z,1800 S Brookfield ,South Bend,IN,No,2018
-86.271822221162196,41.682253938719718,305,World,M,97.46,A,"600 Studebaker St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-05-28T05:00:00.000Z,600 N Studebaker ,South Bend,IN,Yes,2018
-86.268856007084878,41.669255107653704,306,World,M,97.46,A,"1300 Grace St, South Bend, Indiana, 46619",R,,StreetAddress,,South Bend,,,2018-06-17T05:00:00.000Z,1300 W Grace ,South Bend,IN,No,2018
-86.236790860559424,41.668553951195008,307,World,M,98.7,A,"900 Northside Blvd, South Bend, Indiana, 46617",L,,StreetAddress,,South Bend,,,2018-06-23T05:00:00.000Z,900 Northside  ,South Bend,IN,Yes,2018
-86.289417473789996,41.684609996039406,308,World,M,97.46,A,"2800 Westmoor St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-05-26T05:00:00.000Z,2800 W Westmoor ,South Bend,IN,No,2018
-86.230869512269706,41.685932191080674,309,World,M,97.46,A,"1300 Campeau St, South Bend, Indiana, 46617",L,,StreetAddress,,South Bend,,,2018-09-01T05:00:00.000Z,1300 E Campeau ,South Bend,IN,No,2018
-86.282471305866522,41.689271592254023,310,World,M,98.71,A,"1100 N Elmer St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-06-07T05:00:00.000Z,1100 N Elmer ,South Bend,IN,No,2018
-86.282528332484986,41.689213895584963,311,World,M,93.59,A,"N Elmer St & Vassar Ave, South Bend, Indiana, 46628",,,StreetInt,,South Bend,,,2018-07-01T05:00:00.000Z,Elmer/Vasser  ,South Bend,IN,No,2018
-86.279919299147736,41.681541223129749,312,World,M,97.46,A,"2100 Bertrand St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-09-09T05:00:00.000Z,2100 W Bertrand ,South Bend,IN,Yes,2018
-86.253754446549081,41.68172950258095,313,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-10-04T05:00:00.000Z,300 W Marion ,South Bend,IN,No,2018
-86.234886914788788,41.654624577870749,314,World,M,97.46,A,"1900 Miami St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-07-02T05:00:00.000Z,1900 S Miami ,South Bend,IN,No,2018
-86.275895348021393,41.682063376512069,315,World,M,97.46,A,"1700 Fassnacht St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-07-04T05:00:00.000Z,1700 W Fassnacht ,South Bend,IN,No,2018
-86.276018848652399,41.685941078831952,316,World,M,100,A,"1700 Lincolnway W, South Bend, Indiana, 46628",L,,StreetAddress,,South Bend,,,2018-11-06T05:00:00.000Z,1700 Lincolnway West  ,South Bend,IN,No,2018
-86.253754446549081,41.68172950258095,317,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-10-04T05:00:00.000Z,300 W Marion ,South Bend,IN,No,2018
-86.271362194123,41.694825956308449,318,World,M,97.46,A,"1500 Anderson Ave, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-10-07T05:00:00.000Z,1500 N Anderson ,South Bend,IN,Yes,2018
-86.283438469502016,41.678147255631458,319,World,M,98.71,A,"200 N Olive St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-11-15T05:00:00.000Z,200 N Olive ,South Bend,IN,No,2018
-86.257898997708736,41.678948556895563,320,World,M,98.71,A,"600 W Lasalle Ave, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-07-11T05:00:00.000Z,600 W LaSalle ,South Bend,IN,No,2018
-86.238009412790475,41.65700937563048,321,World,T,98.21,A,"900 E Dubail St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-10-10T05:00:00.000Z,900 Dubail  ,South Bend,IN,No,2018
-86.248584179035078,41.668524960465874,322,World,M,98.71,A,"1300 S St Joseph St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-09-14T05:00:00.000Z,1300 S St Joseph,South Bend,IN,No,2018
-86.283742460369766,41.68610540199316,323,World,M,97.46,A,"2400 Prast Blvd, South Bend, Indiana, 46628",L,,StreetAddress,,South Bend,,,2018-07-26T05:00:00.000Z,2400 W Prast ,South Bend,IN,No,2018
-86.249779388468426,41.654705998822607,324,World,M,97.46,A,"100 Milton St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-09-18T05:00:00.000Z,100 E Milton ,South Bend,IN,Yes,2018
-86.253606804493714,41.67912708842276,325,World,M,98.71,A,"300 N Lafayette Blvd, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-08-11T05:00:00.000Z,300 N Lafayette ,South Bend,IN,No,2018
-86.303398356922031,41.67182942211879,326,World,M,98.71,A,"4000 W Western Ave, South Bend, Indiana, 46619",R,,StreetAddress,,South Bend,,,2018-09-24T05:00:00.000Z,4000 W Western ,South Bend,IN,No,2018
-86.280106726995356,41.672045786123611,327,World,M,98.71,A,"2100 W Western Ave, South Bend, Indiana, 46619",R,,StreetAddress,,South Bend,,,2018-08-12T05:00:00.000Z,2100 W Western ,South Bend,IN,No,2018
-86.269076498129081,41.681515348065709,328,World,M,96.46,A,"500 Laporte Ave, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-11-16T05:00:00.000Z,500 N La Porte,South Bend,IN,No,2018
-86.236868714462958,41.688543011336264,329,World,M,98.71,A,"1000 N Frances St, South Bend, Indiana, 46617",R,,StreetAddress,,South Bend,,,2018-09-30T05:00:00.000Z,1000 N Frances ,South Bend,IN,No,2018
-86.300982844958796,41.673945383313715,330,World,M,98.71,A,"3800 W Jefferson Blvd, South Bend, Indiana, 46619",R,,StreetAddress,,South Bend,,,2018-11-29T05:00:00.000Z,3800 W Jefferson ,South Bend,IN,No,2018
-86.253754446549081,41.68172950258095,331,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-10-04T05:00:00.000Z,300 W Marion ,South Bend,IN,No,2018
-86.304119336696132,41.662906889225077,332,World,M,98.71,A,"4000 W Sample St, South Bend, Indiana, 46619",R,,PointAddress,,South Bend,,,2018-11-29T05:00:00.000Z,4000 W Sample ,South Bend,IN,No,2018
-86.223592962945318,41.694391676487186,333,World,M,97.46,A,"1700 South Bend Ave, South Bend, Indiana, 46637",R,,StreetAddress,,South Bend,,,2018-08-18T05:00:00.000Z,1700 E South Bend,South Bend,IN,No,2018
-86.28506539457706,41.681504443011839,334,World,M,97.46,A,"2500 Bertrand St, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-08-24T05:00:00.000Z,2500 W Bertrand ,South Bend,IN,No,2018
-86.258767926359567,41.656362086536653,335,World,M,98.71,A,"1700 S Scott St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-12-02T05:00:00.000Z,1700 S Scott ,South Bend,IN,No,2018
-86.253754446549081,41.68172950258095,336,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-10-04T05:00:00.000Z,300 W Marion ,South Bend,IN,No,2018
-86.258767926359567,41.656362086536653,337,World,M,98.71,A,"1700 S Scott St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-12-02T05:00:00.000Z,1700 S Scott ,South Bend,IN,No,2018
-86.253754446549081,41.68172950258095,338,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-10-04T05:00:00.000Z,300 W Marion ,South Bend,IN,No,2018
-86.265993775180959,41.672071885607444,339,World,M,98.71,A,"1100 W Western Ave, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-10-13T05:00:00.000Z,1100 W Western ,South Bend,IN,No,2018
-86.282303600640688,41.680654835515718,340,World,M,98.7,A,"2300 Kenwood Ave, South Bend, Indiana, 46628",R,,StreetAddress,,South Bend,,,2018-10-22T05:00:00.000Z,2300 Kenwood  ,South Bend,IN,No,2018
-86.253754446549081,41.68172950258095,341,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018-10-04T05:00:00.000Z,300 W Marion ,South Bend,IN,No,2018
-86.264518491592995,41.677490551977833,342,World,M,98.71,A,"1000 W Colfax Ave, South Bend, Indiana, 46616",R,,StreetAddress,,South Bend,,,2018-10-28T05:00:00.000Z,1000 W Colfax ,South Bend,IN,No,2018
-86.274939954351893,41.654876468462888,343,World,M,97.46,A,"1800 Pulaski St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-10-31T05:00:00.000Z,1800 S Pulaski ,South Bend,IN,No,2018
-86.239301443188154,41.638717684357502,344,World,M,97.46,A,"3600 High St, South Bend, Indiana, 46614",R,,StreetAddress,,South Bend,,,2018-12-16T05:00:00.000Z,3600 S High ,South Bend,IN,No,2018
-86.274939954351893,41.654876468462888,345,World,M,97.46,A,"1800 Pulaski St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018-10-31T05:00:00.000Z,1800 S Pulaski ,South Bend,IN,No,2018
-86.283714409646763,41.648924600135921,346,World,M,97.46,A,"2500 Prairie Ave, South Bend, Indiana, 46614",R,,StreetAddress,,South Bend,,,2018-11-03T05:00:00.000Z,2500 W Prairie ,South Bend,IN,Yes,2018
